Testname: FB_Chlorophyll_384
Date: 2/17/2026  Time: 4:06:06 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate7_hour94  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:   129157
A02:   567737
A03:    85687
A04:   212404
A05:   266637
A06:   549365
A07:   157114
A08:   670332
A09:   388685
A10:   564648
A11:   135048
A12:   608803
A13:   262304
A14:   488737
A15:   171263
A16:   549228
A17:   579726
A18:   757794
A19:   368754
A20:   573205
A21:   336219
A22:   847991
A23:    89626
A24:    70378
B01:   143925
B02:   622418
B03:   471212
B04:   925897
B05:   436476
B06:   709908
B07:   468779
B08:   779544
B09:   457405
B10:   831627
B11:   514259
B12:   715389
B13:   172844
B14:   390407
B15:   322439
B16:   644851
B17:   305461
B18:   557977
B19:    52735
B20:   185147
B21:   197763
B22:   445676
B23:     3327
B24:     1867
C01:   234088
C02:   304640
C03:    79204
C04:   358023
C05:   283547
C06:   261374
C07:   202453
C08:   536966
C09:   321468
C10:   657072
C11:   276794
C12:   282700
C13:   338748
C14:   678986
C15:   195486
C16:   274142
C17:   333416
C18:   654680
C19:   250069
C20:   374564
C21:   199691
C22:   356929
C23:    96737
C24:   189293
D01:   168858
D02:   324435
D03:   339554
D04:   315645
D05:   318775
D06:   695841
D07:   480890
D08:   797616
D09:   325993
D10:   745218
D11:   623840
D12:   712245
D13:   185586
D14:   479865
D15:   411008
D16:   705766
D17:   278188
D18:   514164
D19:    57579
D20:   153151
D21:   194955
D22:   314920
D23:     2615
D24:     1844
E01:    60428
E02:   144227
E03:   105243
E04:   316178
E05:   238941
E06:   471130
E07:   219448
E08:   346362
E09:   357722
E10:   889767
E11:   208488
E12:   692546
E13:   424802
E14:   611045
E15:   232598
E16:   576104
E17:   376764
E18:   629869
