Testname: FB_Chlorophyll_384
Date: 2/16/2026  Time: 4:40:44 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate1_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     3461
A02:     2354
A03:     3629
A04:     3285
A05:     3925
A06:    14388
A07:     3144
A08:     1973
A09:     8199
A10:    14567
A11:     3102
A12:     2991
A13:     3530
A14:     8305
A15:     4930
A16:     8260
A17:     3196
A18:    16423
A19:     1629
A20:     4326
A21:     4936
A22:     6859
A23:     3500
A24:     3003
B01:     2715
B02:     2696
B03:     4092
B04:     5246
B05:     8746
B06:    19063
B07:     3072
B08:     3833
B09:     7641
B10:    35732
B11:     3339
B12:     5862
B13:     7054
B14:    12410
B15:     6365
B16:    10398
B17:     7865
B18:    12295
B19:     3206
B20:     7170
B21:     7952
B22:    14520
B23:     5840
B24:     5168
C01:     3432
C02:     2928
C03:     2633
C04:     2979
C05:     6094
C06:    13486
C07:     3382
C08:     3701
C09:     8724
C10:    21487
C11:     2610
C12:     4241
C13:     5439
C14:     5826
C15:     5227
C16:    15271
C17:     6559
C18:    14612
C19:     3052
C20:     4703
C21:     5775
C22:    15949
C23:     3082
C24:     2334
D01:     2757
D02:     3212
D03:     3311
D04:     5280
D05:    11361
D06:    56112
D07:     4652
D08:     4482
D09:    10676
D10:    50349
D11:     6365
D12:     9271
D13:    10240
D14:    17777
D15:     6954
D16:    28971
D17:    11920
D18:    28512
D19:     4685
D20:    12281
D21:    17269
D22:    30504
D23:     5884
D24:    10386
E01:     6090
E02:    10234
E03:     3549
E04:     4980
E05:     2475
E06:     2611
E07:     6993
E08:    14381
E09:     2892
E10:     4144
E11:     2432
E12:     2857
E13:     3265
E14:     5082
E15:     8828
E16:    16948
E17:     2751
E18:     2602
E19:     2139
E20:     2346
E21:     5834
E22:     9913
E23:     2676
E24:     2096
F01:    21977
F02:   125919
F03:     7990
F04:    11624
F05:     1758
F06:     2263
F07:     7604
F08:    33301
F09:     4273
F10:     5463
F11:     2163
F12:     3885
F13:     4079
F14:     8693
F15:    18696
F16:    72465
F17:     2317
F18:     3542
F19:     3554
F20:     2641
F21:     8713
F22:    14281
F23:     3523
F24:     2086
G01:     4494
G02:     9164
G03:     4380
G04:     9195
G05:     3454
G06:     2551
G07:     6514
G08:    18225
G09:     5247
G10:     4419
G11:     2860
G12:     2651
G13:     4623
G14:     7297
G15:     5697
G16:    20954
G17:     4266
G18:     3082
G19:     2587
G20:     4124
G21:     7439
G22:    13097
G23:     2518
G24:     3646
H01:    24945
H02:   150124
H03:     7239
H04:    12852
H05:     2960
H06:     3120
H07:    10784
H08:    49266
H09:     4551
H10:     6837
H11:     4372
H12:     5867
H13:     5825
H14:     9119
H15:    29162
H16:    99137
H17:     2441
H18:     3168
H19:     2615
H20:     3012
H21:     6551
H22:    27306
H23:     3608
H24:     2394
I01:     3590
I02:     1987
I03:     2417
I04:     4016
I05:     8078
I06:    34800
I07:     4059
I08:     2598
I09:     7312
I10:    17175
I11:     3556
I12:     4939
I13:     5272
I14:     9166
I15:     5293
I16:     9662
I17:     5385
I18:     6808
I19:     3446
I20:     4277
I21:     4862
I22:     6476
I23:     3702
I24:     2117
J01:     2544
J02:     2729
J03:     3366
J04:     6611
J05:    13069
J06:    36379
J07:     3959
J08:     4260
J09:     8577
J10:    30305
J11:     4208
J12:     6205
J13:     5984
J14:     8900
J15:     9291
J16:    16753
J17:    10034
J18:    18439
J19:     3567
J20:     8061
J21:    10143
J22:    25511
J23:     2958
J24:     2028
K01:     2869
K02:     2666
K03:     3880
K04:     4462
K05:     9566
K06:    28085
K07:     2986
K08:     4412
K09:     6122
K10:    23639
K11:     5176
K12:     4828
K13:     3448
K14:     9031
K15:     9638
K16:    11280
K17:     5473
K18:     7764
K19:     2984
K20:     3737
K21:     5686
K22:     8195
K23:     2493
K24:     3246
L01:     2473
L02:     2236
L03:     3226
L04:     6705
L05:    13873
L06:    34916
L07:     3611
L08:     7621
L09:    10414
L10:    41783
L11:     5343
L12:    10405
L13:     3575
L14:    17908
L15:     8796
L16:    20377
L17:     8803
L18:    25952
L19:     5169
L20:    14796
L21:     2986
L22:    61915
L23:     3838
L24:     2355
M01:     3843
M02:     6693
M03:     4607
M04:     4762
M05:     2647
M06:     3259
M07:     6061
M08:    15895
M09:     3047
M10:     6028
M11:     2691
M12:     2687
M13:     5389
M14:     5577
M15:     8479
M16:    16127
M17:     3055
M18:     3783
M19:     2624
M20:     2415
M21:     7181
M22:     5944
M23:     4045
M24:     2638
N01:    18433
N02:   167875
N03:     2778
N04:    14528
N05:     2498
N06:     2911
N07:     7427
N08:    17961
N09:     4724
N10:     5377
N11:     3048
N12:     5291
N13:     4264
N14:     5676
N15:     9402
N16:    62996
N17:     4903
N18:     4599
N19:     5365
N20:     4640
N21:     5698
N22:    15158
N23:     2693
N24:     2723
O01:     5252
O02:     9527
O03:     5700
O04:     5077
O05:     2880
O06:     3955
O07:     7387
O08:    17224
O09:     3815
O10:     4376
O11:     3063
O12:     5805
O13:     4851
O14:     4699
O15:     6815
O16:    16223
O17:     3316
O18:     4614
O19:     2788
O20:     2606
O21:     4751
O22:    10811
O23:     2852
O24:     3899
P01:    24810
P02:   142182
P03:     3128
P04:    17726
P05:     3213
P06:     2281
P07:     9004
P08:    31420
P09:     5340
P10:     6728
P11:     2969
P12:     2837
P13:     3502
P14:    10499
P15:     2683
P16:    53490
P17:     5054
P18:     4986
P19:     4245
P20:     6814
P21:     3022
P22:     3255
P23:     3461
P24:     3242

