Testname: FB_Chlorophyll_384
Date: 2/16/2026  Time: 5:42:33 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate15_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:    89754
A02:   333867
A03:   121614
A04:   221115
A05:   238545
A06:   557703
A07:   145781
A08:   124310
A09:   397447
A10:   223562
A11:   125609
A12:   304012
A13:   299186
A14:   634421
A15:   138065
A16:   382465
A17:   270902
A18:   491253
A19:   196393
A20:   351119
A21:   166088
A22:    16218
A23:    57505
A24:   145523
B01:   225093
B02:   493125
B03:   511525
B04:   587122
B05:   372185
B06:   581613
B07:   329411
B08:   690469
B09:   360524
B10:   635063
B11:   429121
B12:   575133
B13:   197448
B14:   439743
B15:   350928
B16:   544607
B17:   268373
B18:   442313
B19:   109990
B20:   316151
B21:   283082
B22:   496734
B23:     4222
B24:     8071
C01:   139312
C02:   466947
C03:   103580
C04:   310505
C05:   342425
C06:   616704
C07:   231300
C08:   472251
C09:   370818
C10:   703346
C11:   305871
C12:   462135
C13:   361905
C14:   669047
C15:   232475
C16:   463475
C17:   387564
C18:   793460
C19:   315125
C20:   497883
C21:   224423
C22:   135837
C23:    91453
C24:   132586
D01:   226966
D02:   616827
D03:   361358
D04:   681228
D05:   403244
D06:   713394
D07:   399990
D08:   653655
D09:   387988
D10:   700256
D11:   393565
D12:   598277
D13:   169396
D14:   408206
D15:   292378
D16:   697140
D17:   266090
D18:   485046
D19:   146454
D20:   324298
D21:   223070
D22:   460549
D23:     3883
D24:     9563
E01:   112640
E02:    20970
E03:   123736
E04:   259105
E05:   323177
E06:   630757
E07:   240910
E08:   596554
E09:   350080
E10:   633286
E11:   270273
E12:   524375
E13:   381959
E14:   674133
E15:   236645
E16:   459702
E17:   383025
E18:   565031
E19:   232421
E20:    89278
E21:   169089
E22:   454165
E23:    98501
E24:    53440
F01:   122453
F02:   348194
F03:   396231
F04:   741568
F05:   345528
F06:   714145
F07:   354701
F08:   435697
F09:   353908
F10:   708486
F11:   321222
F12:   553534
F13:   198212
F14:   367523
F15:   283629
F16:   517991
F17:   271422
F18:   458676
F19:   132167
F20:   323464
F21:   227609
F22:   491909
F23:     3974
F24:     4624
G01:    44325
G02:   147480
G03:   119941
G04:    48627
G05:   304914
G06:    15636
G07:   198004
G08:   419374
G09:   325829
G10:   681187
G11:   252858
G12:   469189
G13:   329083
G14:   545209
G15:   239802
G16:   483351
G17:   338994
G18:   624701
G19:   158718
G20:     8895
G21:   165487
G22:    28788
G23:    82561
G24:   107833
H01:    81234
H02:   308031
H03:   362848
H04:   668911
H05:   350490
H06:   677359
H07:   360018
H08:   719723
H09:   319555
H10:   628214
H11:   358255
H12:   661925
H13:   172244
H14:   386744
H15:   267744
H16:   418595
H17:   210029
H18:   480344
H19:   118358
H20:   319978
H21:   169536
H22:   459292
H23:     6288
H24:     6937
I01:    18638
I02:    11495
I03:    84801
I04:   190808
I05:   210284
I06:    41898
I07:   164508
I08:   456557
I09:   320826
I10:   623867
I11:   195558
I12:   529994
I13:   308632
I14:   608338
I15:   180767
I16:   399416
I17:   294306
I18:   583226
I19:   103382
I20:   220237
I21:   155432
I22:   435792
I23:    71948
I24:    72565
J01:    35477
J02:   158048
J03:   316752
J04:   736278
J05:   300854
J06:   634817
J07:   285065
J08:   639943
J09:   262003
J10:   577785
J11:   256603
J12:   522858
J13:   157447
J14:   375753
J15:   187327
J16:   352965
J17:   129669
J18:   346553
J19:    96016
J20:   224054
J21:   173805
J22:   398979
J23:     4291
J24:    10095
K01:     4663
K02:    16575
K03:    61704
K04:    64415
K05:   156276
K06:   187175
K07:   132132
K08:   335808
K09:   200721
K10:   463543
K11:   198194
K12:   286650
K13:   249467
K14:   566056
K15:   127584
K16:   299733
K17:   202787
K18:   561846
K19:    49759
K20:   111026
K21:   117742
K22:   323669
K23:    50419
K24:    53334
L01:    12326
L02:    96231
L03:   186640
L04:   472839
L05:   208982
L06:   536446
L07:   196227
L08:   611154
L09:   195956
L10:   500849
L11:   144942
L12:   404679
L13:   105870
L14:   280676
L15:    86404
L16:   197319
L17:   121166
L18:   187880
L19:    87208
L20:   190580
L21:   132661
L22:   339322
L23:     3153
L24:    11335
M01:     2280
M02:     1729
M03:    27252
M04:    29962
M05:    94367
M06:   180146
M07:    79736
M08:   127904
M09:   158186
M10:   396846
M11:    75438
M12:   183879
M13:   141324
M14:   285680
M15:    67983
M16:   142364
M17:   105281
M18:   327579
M19:    18445
M20:    55608
M21:    84530
M22:   208709
M23:    26787
M24:     5689
N01:     4545
N02:    34979
N03:    84964
N04:   202309
N05:    68774
N06:   266008
N07:   125452
N08:   245011
N09:   131030
N10:   273732
N11:    31884
N12:   138343
N13:    67362
N14:   159162
N15:    15794
N16:    56893
N17:    14042
N18:    47018
N19:    47115
N20:   133261
N21:    78814
N22:   231792
N23:     4486
N24:     9678
O01:     2462
O02:     6735
O03:     2431
O04:    13296
O05:    13644
O06:    41939
O07:     3340
O08:    21866
O09:    11904
O10:    36345
O11:     4849
O12:    10274
O13:    11221
O14:    32406
O15:     6035
O16:    23023
O17:    10559
O18:    50555
O19:     3789
O20:    11315
O21:     7767
O22:    28502
O23:     3936
O24:      631
P01:     2634
P02:     4253
P03:     1626
P04:     8064
P05:     2210
P06:     6876
P07:     5362
P08:    18680
P09:     2786
P10:    13261
P11:     1410
P12:     4781
P13:     4032
P14:     8746
P15:      987
P16:     4130
P17:     1757
P18:     2702
P19:     3002
P20:     7421
P21:     4202
P22:    12767
P23:     2400
P24:     7550

