Testname: FB_Chlorophyll_384
Date: 2/16/2026  Time: 5:40:07 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate14_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     2945
A02:     8968
A03:   130827
A04:   357284
A05:   166289
A06:   485634
A07:   159163
A08:   392690
A09:   142485
A10:   451294
A11:   127697
A12:   344735
A13:   149942
A14:   406265
A15:   165667
A16:   270301
A17:   155548
A18:   232926
A19:     2825
A20:    22215
A21:   192812
A22:   513002
A23:   166515
A24:   274224
B01:     2115
B02:    10971
B03:   106164
B04:   263151
B05:   222414
B06:   482271
B07:   177311
B08:   375780
B09:   187541
B10:   523077
B11:   141327
B12:   368385
B13:   216878
B14:   329452
B15:   192996
B16:   442272
B17:   198649
B18:   524293
B19:     5718
B20:    27894
B21:   222346
B22:   397256
B23:   200230
B24:   359239
C01:     9156
C02:    12101
C03:    14224
C04:    83662
C05:   222428
C06:   379827
C07:   163923
C08:   404201
C09:   242646
C10:   488628
C11:   128116
C12:   305365
C13:   229782
C14:   561080
C15:   169384
C16:   398486
C17:   250739
C18:   447330
C19:     8930
C20:    45564
C21:   190400
C22:   471977
C23:   187296
C24:   448355
D01:     3815
D02:    13947
D03:     4919
D04:    32800
D05:   210507
D06:   658426
D07:   102450
D08:   280389
D09:   205524
D10:   566070
D11:    24167
D12:   104570
D13:   206100
D14:   594722
D15:   125131
D16:   330709
D17:   203803
D18:   490214
D19:     7673
D20:    34139
D21:   188637
D22:   444678
D23:   166086
D24:   282372
E01:     5863
E02:    19394
E03:    20395
E04:    90776
E05:   132850
E06:   316547
E07:   194465
E08:   369150
E09:   215784
E10:   432799
E11:     9224
E12:    28367
E13:   190579
E14:   515462
E15:     3126
E16:    17526
E17:    10020
E18:    46007
E19:   209028
E20:   399225
E21:   184532
E22:   394194
E23:   198435
E24:   451472
F01:     4309
F02:    14248
F03:    13741
F04:    63133
F05:   129018
F06:   405404
F07:   210439
F08:   383176
F09:   223303
F10:   398336
F11:     4258
F12:    25955
F13:   197695
F14:   402615
F15:     4650
F16:    16242
F17:     5956
F18:    32602
F19:   198973
F20:   554286
F21:   186820
F22:   406511
F23:   216425
F24:   238887
G01:     6915
G02:    22069
G03:    12366
G04:    59867
G05:     4078
G06:    28020
G07:   227445
G08:   628419
G09:   228361
G10:   650798
G11:     4637
G12:    22520
G13:   253924
G14:   526071
G15:     4016
G16:    26450
G17:     7960
G18:    26184
G19:   203784
G20:   592768
G21:   196557
G22:   431992
G23:   231805
G24:   364721
H01:     3657
H02:    14589
H03:     8138
H04:    35987
H05:     3051
H06:    23391
H07:   265284
H08:   689471
H09:   252940
H10:   595666
H11:     3368
H12:    20202
H13:   199921
H14:   593287
H15:     6065
H16:    19169
H17:     6643
H18:    20837
H19:   210958
H20:   528189
H21:   204547
H22:   445621
H23:   219653
H24:   303929
I01:     4533
I02:    17194
I03:   144553
I04:   525770
I05:   207198
I06:   522639
I07:   238545
I08:   589295
I09:   227281
I10:   556036
I11:   203324
I12:   395903
I13:   244341
I14:   429518
I15:   222332
I16:   452402
I17:   249754
I18:   498183
I19:     9223
I20:    56501
I21:   200418
I22:   447480
I23:   200724
I24:   353908
J01:     3488
J02:    12009
J03:   116994
J04:   453782
J05:   220815
J06:   419074
J07:   231532
J08:   553698
J09:   199710
J10:   558250
J11:   198294
J12:   620067
J13:   225832
J14:   616772
J15:   220186
J16:   454562
J17:   250848
J18:   498826
J19:     8061
J20:    37218
J21:   196465
