Testname: FB_Chlorophyll_384
Date: 2/18/2026  Time: 4:33:14 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate18_hour120  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:   448683
A02:   479195
A03:   530691
A04:   526289
A05:   430352
A06:   521013
A07:   244450
A08:   428383
A09:    76102
A10:   173859
A11:    19179
A12:    66540
A13:     8634
A14:    28513
A15:     5167
A16:    12854
A17:     2415
A18:     5289
A19:     1191
A20:     6174
A21:      648
A22:     1471
A23:      679
A24:      372
B01:   517486
B02:   698315
B03:   605413
B04:   569009
B05:   414604
B06:   574586
B07:   274894
B08:   539618
B09:   138263
B10:   225599
B11:    49874
B12:   110584
B13:    16301
B14:    57508
B15:     5489
B16:    13845
B17:     3141
B18:     6918
B19:      350
B20:     3212
B21:      517
B22:      546
B23:      735
B24:      954
C01:   586356
C02:   611632
C03:   551716
C04:   533493
C05:   695048
C06:   587272
C07:   235947
C08:   634913
C09:   110454
C10:   228634
C11:    47996
C12:   125090
C13:    17561
C14:    54005
C15:     6614
C16:    19907
C17:     1558
C18:     4525
C19:      714
C20:     3227
C21:      327
C22:     2532
C23:      947
C24:      846
D01:   486345
D02:   531921
D03:   522694
D04:   570526
D05:   425389
D06:   558565
D07:   251190
D08:   684495
D09:   133905
D10:   215370
D11:    51898
D12:   115341
D13:    21066
D14:    52925
D15:     6394
D16:    17682
D17:     2964
D18:     6651
D19:      814
D20:     3172
D21:      697
D22:      510
D23:      694
D24:      454
E01:   548503
E02:   535394
E03:   531525
E04:   533193
E05:   709566
E06:   530158
E07:   278298
E08:   638112
E09:   102296
E10:   261907
E11:    53020
E12:   108847
E13:    13764
E14:    51849
E15:     6774
E16:    15717
E17:     2363
E18:     6473
E19:      524
E20:     1711
E21:      924
E22:      770
E23:      410
E24:     1141
F01:   491129
F02:   483214
F03:   544006
F04:   533603
F05:   446865
F06:   525196
F07:   276849
F08:   420154
F09:   120247
F10:   226769
F11:    54840
F12:   140931
F13:    16120
F14:    53329
F15:     6458
F16:    13764
F17:     1073
F18:     5773
F19:     1195
F20:     1830
F21:      413
F22:      679
F23:      967
F24:      688
G01:   614613
G02:   552741
G03:   553083
G04:   466892
G05:   391173
G06:   455628
G07:   285502
G08:   490583
G09:   122196
G10:   227554
G11:    39702
G12:   122862
G13:    16835
G14:    62860
G15:     6165
G16:    24571
G17:     1321
G18:     5128
G19:      693
G20:     2761
G21:      688
G22:      548
G23:      831
G24:      547
H01:   677359
H02:   488901
H03:   480617
H04:   446783
H05:   436271
H06:   437241
H07:   319144
H08:   569802
H09:   132930
H10:   225093
H11:    49433
H12:   124858
H13:    20307
H14:    57397
H15:     6522
H16:    26036
H17:     2379
H18:     7315
H19:     1542
H20:     1760
H21:     1220
H22:      980
H23:      901
H24:      521
I01:   648665
I02:   489653
I03:   526563
I04:   437132
I05:   428055
I06:   505606
I07:   262837
I08:   491922
I09:   166233
I10:   271271
I11:    50848
I12:   123558
I13:    17864
I14:    54130
I15:     8824
I16:    26849
I17:     2925
I18:     7314
I19:      655
I20:     5061
I21:      690
I22:     1933
I23:      860
I24:      459
J01:   604264
J02:   464555
J03:   473932
J04:   464814
J05:   443366
J06:   422560
J07:   270738
J08:   531470
J09:   127903
J10:   231956
J11:    48082
J12:   121914
J13:    18383
J14:    67981
J15:     6413
J16:    23446
J17:     1487
J18:     7423
J19:     1607
J20:     3091
J21:      983
J22:     1003
J23:      763
J24:      399
K01:   564798
K02:   501505
K03:   517308
K04:   517978
K05:   426128
K06:   491116
K07:   231491
K08:   451896
K09:   116527
K10:   212874
K11:    35579
K12:   100328
K13:    11640
K14:    38541
K15:     2651
K16:    10585
K17:     2095
K18:     4325
K19:      650
K20:     2388
K21:      547
K22:      603
K23:      444
K24:      511
L01:   550855
L02:   456653
L03:   499318
L04:   475040
L05:   426989
L06:   417529
L07:   253254
L08:   464678
L09:   103720
L10:   230233
L11:    33077
L12:    94436
L13:     7942
L14:    45647
L15:     3316
L16:    11129
L17:     1059
L18:     5107
L19:      573
L20:     2383
L21:      426
L22:      567
L23:      823
L24:      870
M01:   613068
M02:   524403
M03:   468218
M04:   513931
M05:   333594
M06:   520425
M07:    77351
M08:   183685
M09:     7215
M10:    16733
M11:      993
M12:     3802
M13:      467
M14:      793
M15:      421
M16:      724
M17:      467
M18:      486
M19:      329
M20:      376
M21:      305
M22:      399
M23:      392
M24:      408
N01:   635665
N02:   477992
N03:   560875
N04:   562133
N05:   268865
N06:   395165
N07:    54854
N08:   243794
N09:     6007
N10:    14467
N11:     1032
N12:     2501
N13:     1491
N14:      677
N15:     1169
N16:      455
N17:      485
N18:      370
N19:      479
N20:      342
N21:      543
N22:      499
N23:      328
N24:      400
O01:   629540
O02:   520425
O03:   486345
O04:   513467
O05:   255756
O06:   335836
O07:    46875
O08:    97466
O09:     8464
O10:    12855
O11:     4001
O12:     4852
O13:      705
O14:      839
O15:      537
O16:     1352
O17:      429
O18:      755
O19:      455
O20:      990
O21:      581
O22:      385
O23:     1008
O24:      469
P01:   557157
P02:   542762
P03:   591852
P04:   513699
P05:   220336
P06:   472661
P07:    32522
P08:    95337
P09:     8094
P10:    19219
P11:     2698
P12:     3672
P13:     1296
P14:     1584
P15:      611
P16:     1445
P17:      558
P18:     1182
P19:      756
P20:      406
P21:      708
P22:      543
P23:      647
P24:      716

