Testname: FB_Chlorophyll_384
Date: 2/16/2026  Time: 4:43:04 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate2_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     3433
A02:     2416
A03:     2123
A04:     3158
A05:     6120
A06:    13093
A07:     3512
A08:     4429
A09:     5110
A10:    13291
A11:     3289
A12:     4458
A13:     4224
A14:     7014
A15:     2822
A16:     3578
A17:     4807
A18:    15058
A19:     2915
A20:     6408
A21:     3864
A22:     8288
A23:     2333
A24:     3114
B01:     2551
B02:     2010
B03:     2716
B04:     2231
B05:    14740
B06:    25982
B07:     3156
B08:     3163
B09:    16733
B10:    32236
B11:     2221
B12:     4009
B13:     7623
B14:     9672
B15:     5281
B16:    12414
B17:    10127
B18:    17099
B19:     3894
B20:     6471
B21:     5243
B22:    13378
B23:     4152
B24:     4417
C01:     2026
C02:     2239
C03:     3065
C04:     5260
C05:    17401
C06:    66664
C07:     3290
C08:     3947
C09:    20332
C10:    74916
C11:     2809
C12:     4468
C13:     9599
C14:    19038
C15:     6429
C16:    13336
C17:    25781
C18:    56469
C19:     7771
C20:    14664
C21:     5329
C22:    18238
C23:     3263
C24:     3456
D01:     2268
D02:     2501
D03:     2673
D04:     4588
D05:    27074
D06:   115632
D07:     3784
D08:     6117
D09:    28166
D10:    95920
D11:     3756
D12:     5064
D13:    17881
D14:    48387
D15:     4331
D16:    16949
D17:    28728
D18:    83298
D19:    10972
D20:    31392
D21:    10047
D22:    19778
D23:     2374
D24:     4212
E01:     5330
E02:    21047
E03:     4082
E04:    13123
E05:     2205
E06:     1920
E07:     6730
E08:    22246
E09:     2852
E10:     2822
E11:     3213
E12:     2990
E13:     3782
E14:     3896
E15:    13009
E16:    46163
E17:     2465
E18:     2859
E19:     3273
E20:     2281
E21:     5667
E22:     8726
E23:     2031
E24:     2665
F01:     6605
F02:    23980
F03:     7061
F04:    21668
F05:     1899
F06:     2714
F07:    15421
F08:    53993
F09:     2832
F10:     3026
F11:     2739
F12:     4203
F13:     5805
F14:     8666
F15:    11299
F16:    29365
F17:     2812
F18:     2592
F19:     2628
F20:     2153
F21:     8720
F22:    14824
F23:     2942
F24:     2468
G01:     5103
G02:    21016
G03:     8855
G04:    16169
G05:     3500
G06:     2429
G07:    20443
G08:   107001
G09:     2403
G10:     5377
G11:     2578
G12:     4121
G13:     4377
G14:    11534
G15:    24423
G16:    72787
G17:     2469
G18:     3426
G19:     2745
G20:     2610
G21:     9127
G22:    21244
G23:     2589
G24:     2943
H01:     7206
H02:    29357
H03:     9336
H04:    18577
H05:     2779
H06:     1911
H07:    28931
H08:    97571
H09:     3000
H10:    11507
H11:     2785
H12:     3929
H13:     6642
H14:    14103
H15:    18116
H16:    48090
H17:     2424
H18:     2902
H19:     2776
H20:     2157
H21:    11118
H22:    41458
H23:     3036
H24:     2284
I01:     2573
I02:     2750
I03:     2953
I04:     3224
I05:     9356
I06:    32565
I07:     2446
I08:     2842
I09:     5979
I10:    24792
I11:     3858
I12:     4752
I13:     4860
I14:     9490
I15:     6362
I16:    13231
I17:    12997
I18:    14595
I19:     5159
I20:     8077
I21:     6374
I22:     8783
I23:     3510
I24:     3659
J01:     3436
J02:     1770
J03:     3693
J04:     3404
J05:     9709
J06:    54459
J07:     4274
J08:     4271
J09:     8236
J10:    26273
J11:     2514
J12:     3784
J13:     5040
J14:    13315
J15:     6237
J16:     7809
J17:    12818
J18:    20081
J19:     6788
J20:    12035
J21:     6325
J22:    10272
J23:     4068
J24:     3360
K01:     2502
K02:     3186
K03:     4408
K04:     4872
K05:    16992
K06:    92549
K07:     3877
K08:     6461
K09:    15503
K10:    85226
K11:     3094
K12:     6071
K13:     7591
K14:    16961
K15:     7030
K16:    19264
K17:    14257
K18:   155448
K19:    10521
K20:    23187
K21:     7748
K22:    11503
K23:     2901
K24:     2866
L01:     3152
L02:     2991
L03:     3731
L04:     5049
L05:    23121
L06:   101910
L07:     3833
L08:     6089
L09:    24230
L10:   182867
L11:     3620
L12:     6722
L13:    13103
L14:    58376
L15:     8758
L16:    12955
L17:    23860
L18:   148496
L19:    12084
L20:    51108
L21:     8719
L22:    15939
L23:     2948
L24:     3966
M01:     4709
M02:    17429
M03:     7295
M04:    12184
M05:     2819
M06:     2728
M07:     5780
M08:    25180
M09:     3057
M10:     3411
M11:     3254
M12:     4402
M13:     4540
M14:     5895
M15:    12619
M16:    99384
M17:     3346
M18:     2795
M19:     3242
M20:     2031
M21:     6109
M22:     6626
M23:     2805
M24:     2819
N01:    10313
N02:    21355
N03:     8065
N04:    18322
N05:     3174
N06:     2016
N07:     9211
N08:    44596
N09:     4357
N10:     4665
N11:     4276
N12:     4561
N13:     2823
N14:     5529
N15:    12158
N16:    50249
N17:     3392
N18:     2411
N19:     3176
N20:     3240
N21:     9324
N22:    15953
N23:     2270
N24:     1809
O01:     5032
O02:    12301
O03:     5642
O04:    10772
O05:     2756
O06:     2606
O07:    21102
O08:   123582
O09:     3158
O10:     6874
O11:     4329
O12:     4118
O13:     7064
O14:    11033
O15:    15219
O16:    66273
O17:     2997
O18:     4243
O19:     3498
O20:     3637
O21:    11186
O22:    38683
O23:     3520
O24:     2561
P01:     7265
P02:    17155
P03:     5885
P04:    12970
P05:     3358
P06:     3224
P07:    26591
P08:   146005
P09:     4894
P10:     8547
P11:     2336
P12:     2887
P13:     5729
P14:    14330
P15:    11771
P16:    43464
P17:     3386
P18:     4199
P19:     4231
P20:     2549
P21:    13343
P22:    35928
P23:     3493
P24:     2563

