0.159, 0.110, 0.122, 0.148, 0.146, 0.149, 0.185, 0.132, 0.158, 0.218, 0.147, 0.204
0.175, 0.209, 0.200, 0.240, 0.244, 0.238, 0.319, 0.219, 0.289, 0.299, 0.301, 0.391
0.260, 0.267, 0.107, 0.150, 0.120, 0.194, 0.174, 0.224, 0.071, 0.096, 0.111, 0.035
0.346, 0.296, 0.270, 0.263, 0.195, 0.401, 0.317, 0.411, 0.128, 0.193, 0.312, 0.034
0.152, 0.104, 0.118, 0.148, 0.135, 0.141, 0.172, 0.133, 0.157, 0.217, 0.141, 0.205
0.224, 0.191, 0.208, 0.267, 0.220, 0.240, 0.308, 0.225, 0.281, 0.316, 0.290, 0.404
0.201, 0.256, 0.111, 0.147, 0.121, 0.204, 0.169, 0.190, 0.073, 0.089, 0.101, 0.033
0.256, 0.261, 0.272, 0.230, 0.199, 0.390, 0.317, 0.385, 0.121, 0.197, 0.272, 0.033

