0.159, 0.106, 0.121, 0.147, 0.139, 0.150, 0.177, 0.133, 0.158, 0.205, 0.145, 0.181
0.232, 0.203, 0.194, 0.269, 0.211, 0.237, 0.306, 0.199, 0.287, 0.278, 0.299, 0.360
0.235, 0.242, 0.108, 0.157, 0.123, 0.187, 0.171, 0.220, 0.068, 0.101, 0.114, 0.031
0.341, 0.289, 0.292, 0.293, 0.192, 0.371, 0.303, 0.413, 0.120, 0.232, 0.296, 0.034
0.150, 0.102, 0.118, 0.150, 0.139, 0.147, 0.172, 0.133, 0.157, 0.212, 0.140, 0.199
0.225, 0.203, 0.194, 0.297, 0.215, 0.251, 0.321, 0.219, 0.291, 0.314, 0.300, 0.405
0.208, 0.251, 0.109, 0.152, 0.122, 0.197, 0.166, 0.197, 0.070, 0.095, 0.106, 0.033
0.327, 0.301, 0.281, 0.310, 0.189, 0.406, 0.325, 0.376, 0.118, 0.194, 0.298, 0.033

