0.101, 0.098, 0.106, 0.156, 0.138, 0.134, 0.166, 0.137, 0.149, 0.214, 0.139, 0.171
0.125, 0.203, 0.173, 0.343, 0.184, 0.277, 0.309, 0.227, 0.243, 0.296, 0.324, 0.331
0.249, 0.239, 0.109, 0.154, 0.108, 0.208, 0.174, 0.193, 0.076, 0.092, 0.092, 0.036
0.269, 0.272, 0.260, 0.252, 0.179, 0.319, 0.281, 0.220, 0.130, 0.233, 0.270, 0.036
0.118, 0.112, 0.117, 0.185, 0.158, 0.159, 0.178, 0.155, 0.157, 0.260, 0.152, 0.211
0.146, 0.216, 0.194, 0.273, 0.244, 0.316, 0.326, 0.271, 0.299, 0.323, 0.340, 0.406
0.248, 0.244, 0.122, 0.192, 0.141, 0.211, 0.169, 0.203, 0.087, 0.100, 0.109, 0.034
0.286, 0.265, 0.327, 0.294, 0.206, 0.308, 0.285, 0.237, 0.144, 0.248, 0.297, 0.033

