0.108, 0.101, 0.108, 0.158, 0.137, 0.135, 0.166, 0.138, 0.145, 0.208, 0.139, 0.173
0.131, 0.201, 0.219, 0.284, 0.180, 0.285, 0.316, 0.201, 0.248, 0.273, 0.328, 0.348
0.307, 0.242, 0.107, 0.171, 0.116, 0.207, 0.174, 0.196, 0.076, 0.093, 0.094, 0.033
0.325, 0.257, 0.273, 0.346, 0.169, 0.294, 0.282, 0.216, 0.122, 0.257, 0.268, 0.034
0.118, 0.109, 0.124, 0.182, 0.157, 0.152, 0.185, 0.161, 0.159, 0.251, 0.160, 0.222
0.159, 0.215, 0.223, 0.309, 0.244, 0.308, 0.345, 0.292, 0.298, 0.359, 0.346, 0.448
0.389, 0.270, 0.135, 0.196, 0.146, 0.223, 0.175, 0.198, 0.100, 0.104, 0.116, 0.033
0.311, 0.269, 0.335, 0.364, 0.212, 0.304, 0.308, 0.215, 0.147, 0.239, 0.295, 0.035

