Testname: FB_nuc_green_dead
Date: 2/12/2026  Time: 7:52:11 PM (UTC--6)
ID1: b12_release_uptake_death2  ID2: plate3_minute20  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 503-10/538-10                                         auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 6.3

Chromatic: 1
Cycle: 1
A01:     1248
A02:   141610
A03:     1461
A04:   127068
A05:      947
A06:   173321
A07:      928
A08:   189546
A09:     1142
A10:   189470
A11:     1227
A12:   168862
A13:     1705
A14:   283041
A15:     1314
A16:   166308
A17:      912
A18:   237670
A19:     1798
A20:     9250
A21:     3228
A22:   166427
A23:     3470
A24:   103731
B01:     1484
B02:   196575
B03:     2139
B04:   204630
B05:     1658
B06:   186417
B07:     1338
B08:   243548
B09:     1507
B10:   204509
B11:     1267
B12:   176570
B13:     1939
B14:   312009
B15:     1415
B16:   166724
B17:     1422
B18:   284463
B19:     1842
B20:     4991
B21:     3723
B22:   269645
B23:     5722
B24:   210220
C01:     2797
C02:     6840
C03:     3761
C04:    11761
C05:     2203
C06:   111489
C07:     1250
C08:   212995
C09:      798
C10:   117376
C11:     2009
C12:    18457
C13:     1959
C14:    39684
C15:     3382
C16:     8658
C17:     1793
C18:    41734
C19:     1461
C20:   108966
C21:     1713
C22:    70355
C23:      556
C24:      628
D01:     3840
D02:    27350
D03:     6105
D04:    23337
D05:     4411
D06:   208338
D07:     3223
D08:   315754
D09:     1018
D10:   133591
D11:     3268
D12:   123929
D13:     3825
D14:    76692
D15:     3210
D16:    75247
D17:     2348
D18:    80503
D19:     2322
D20:   229003
D21:     3339
D22:   173137
D23:      831
D24:      837
E01:     1522
E02:   135256
E03:     1423
E04:   121548
E05:      828
E06:   124720
E07:      983
E08:   207254
E09:     1241
E10:   156518
E11:     1079
E12:   177012
E13:     1660
E14:   229290
E15:     1399
E16:   178376
E17:      950
E18:   200034
E19:     1946
E20:     6816
E21:     3117
E22:   184235
E23:     3549
E24:   126964
F01:     1654
F02:   192630
F03:     2281
F04:   214061
F05:     1608
F06:   205135
F07:     1421
F08:   263766
F09:     1575
F10:   245271
F11:     1307
F12:   227199
F13:     2095
F14:   345282
F15:     1668
F16:   184064
F17:     1548
F18:   326499
F19:     2055
F20:    13445
F21:     3665
F22:   277478
F23:     5785
F24:   239707
G01:     2147
G02:     5172
G03:     3956
G04:    14689
G05:     2074
G06:   125703
G07:     1271
G08:   213802
G09:      876
G10:   115155
G11:     2276
G12:    97941
G13:     2342
G14:    42846
G15:     4244
G16:    22597
G17:     2117
G18:    46315
G19:     1741
G20:   103819
G21:     1590
G22:    59758
G23:      517
G24:      667
H01:     4117
H02:     7944
H03:     6374
H04:    12112
H05:     4858
H06:   210011
H07:     2402
H08:   328194
H09:     1064
H10:   131091
H11:     3650
H12:   150895
H13:     3512
H14:    68110
H15:     6044
H16:    99072
H17:     2674
H18:    87093
H19:     2465
H20:   207828
H21:     3737
H22:   179332
H23:      758
H24:      825
I01:     1317
I02:   150427
I03:     1495
I04:   136205
I05:      947
I06:   125460
I07:     1007
I08:   197381
I09:     1190
I10:   169339
I11:      962
I12:   174737
I13:     1841
I14:   253541
I15:     1186
I16:   202551
I17:     1248
I18:   200990
I19:     1744
I20:    11671
I21:     3293
I22:   200512
I23:     3698
I24:   136957
J01:     1367
J02:   142384
J03:     2270
J04:   224642
J05:     1946
J06:   191197
J07:     1449
J08:   257232
J09:     1656
J10:   236440
J11:     1262
J12:   180595
J13:     2041
J14:   321619
J15:     1464
J16:   167094
J17:     1609
J18:   297573
J19:     1894
J20:     7872
J21:     3906
J22:   274456
J23:     5579
J24:   216768
K01:     2968
K02:     4784
K03:     4010
K04:     9834
K05:     2306
K06:   117509
K07:     1365
K08:   204285
K09:      784
K10:   116541
K11:     1969
K12:    24587
K13:     2122
K14:    39181
K15:     3730
K16:    10561
K17:     1913
K18:    46554
K19:     1580
K20:    95619
K21:     1632
